sort_id,name,player_id,url,pos,draft_round,draft_overall,draft_year,college,agent
556,"wesley woodyard",3221,"https://www.spotrac.com/nfl/denver-broncos/wesley-woodyard-3221/","Inside Linebacker",0,0,2008,"Kentucky",""
555,"zaire anderson",17104,"https://www.spotrac.com/nfl/denver-broncos/zaire-anderson-17104/","Inside Linebacker",0,0,2015,"Nebraska",""
554,"cornelius lucas",14722,"https://www.spotrac.com/nfl/detroit-lions/cornelius-lucas-14722/","Right Tackle",0,0,2014,"Kansas State",""
553,"darius slay",12317,"https://www.spotrac.com/nfl/detroit-lions/darius-slay-12317/","Cornerback",2,36,2013,"Mississippi State","Eugene Parker (Relativity Sports)"
552,"emmett cleary",12800,"https://www.spotrac.com/nfl/detroit-lions/emmett-cleary-12800/","Right Tackle",0,0,2013,"Boston College","Eastern Athletic Services"
551,"george johnson",8318,"https://www.spotrac.com/nfl/detroit-lions/george-johnson-8318/","Defensive End",0,0,2010,"Rutgers",""
550,"george winn",12540,"https://www.spotrac.com/nfl/detroit-lions/george-winn-12540/","Running Back",0,0,2013,"Cincinnati",""
549,"golden tate",6568,"https://www.spotrac.com/nfl/detroit-lions/golden-tate-6568/","Wide Receiver",2,60,2010,"Notre Dame","Todd France (CAA Sports)"
548,"jordan hill",12368,"https://www.spotrac.com/nfl/detroit-lions/jordan-hill-12368/","Defensive Tackle",3,87,2013,"Penn State","Jim Ivler (SportStars)"
547,"jordan mills",12445,"https://www.spotrac.com/nfl/detroit-lions/jordan-mills-12445/","Right Tackle",5,163,2013,"Louisiana Tech","Scott Casterline (Team Sports Agency)"
546,"josh bynes",9001,"https://www.spotrac.com/nfl/detroit-lions/josh-bynes-9001/","Inside Linebacker",0,0,2011,"Auburn","Allegiant Athletic Agency"
545,"julian stanford",11178,"https://www.spotrac.com/nfl/detroit-lions/julian-stanford-11178/","Outside Linebacker",0,0,2012,"Wagner College",""
544,"justin durant",4134,"https://www.spotrac.com/nfl/detroit-lions/justin-durant-4134/","Outside Linebacker",2,48,2007,"Hampton",""
543,"kaelin clay",16910,"https://www.spotrac.com/nfl/detroit-lions/kaelin-clay-16910/","Wide Receiver",6,184,2015,"Utah","Wasserman Media Group"
542,"kerry hyder",15032,"https://www.spotrac.com/nfl/detroit-lions/kerry-hyder-15032/","Defensive Tackle",0,0,2014,"Texas Tech","Eastern Athletic Services"
541,"matthew stafford",6078,"https://www.spotrac.com/nfl/detroit-lions/matthew-stafford-6078/","Quarterback",1,1,2009,"Georgia","Tom Condon (CAA Sports)"
540,"ndamukong suh",6511,"https://www.spotrac.com/nfl/detroit-lions/ndamukong-suh-6511/","Defensive Tackle",1,2,2010,"Nebraska","Jay-Z (Roc Nation Sports)"
539,"nick bellore",8720,"https://www.spotrac.com/nfl/detroit-lions/nick-bellore-8720/","Fullback",0,0,2011,"Central Michigan","SportStars"
538,"stevan ridley",7792,"https://www.spotrac.com/nfl/detroit-lions/stevan-ridley-7792/","Running Back",3,73,2011,"Louisiana State","Andy Simms (Young Money APAA Sports)"
537,"tahir whitehead",9959,"https://www.spotrac.com/nfl/detroit-lions/tahir-whitehead-9959/","Outside Linebacker",5,138,2012,"Temple","Integrated Sports Management"
536,"taylor decker",18964,"https://www.spotrac.com/nfl/detroit-lions/taylor-decker-18964/","Left Tackle",1,16,2016,"Ohio State","Shannon Polk, Andy Kabat (IHC Sports)"
535,"thurston armbrister",17138,"https://www.spotrac.com/nfl/detroit-lions/thurston-armbrister-17138/","Outside Linebacker",0,0,2015,"Miami (FL)",""
534,"tyrus thompson",16911,"https://www.spotrac.com/nfl/detroit-lions/tyrus-thompson-16911/","Tackle",6,185,2015,"Oklahoma","Ken Sarnoff (PlayersRep Sports)"
533,"breno giacomini",3455,"https://www.spotrac.com/nfl/green-bay-packers/breno-giacomini-3455/","Right Tackle",5,150,2008,"Louisville","SportStars"
532,"bryan bulaga",6532,"https://www.spotrac.com/nfl/green-bay-packers/bryan-bulaga-6532/","Right Tackle",1,23,2010,"Iowa","Tom Condon (CAA Sports)"
531,"damarious randall",16754,"https://www.spotrac.com/nfl/green-bay-packers/damarious-randall-16754/","Free Safety",1,30,2015,"Arizona State","Dave Butz (SportStars)"
530,"dean lowry",19091,"https://www.spotrac.com/nfl/green-bay-packers/dean-lowry-19091/","Defensive End",4,137,2016,"Northwestern",""
529,"frank zombo",7060,"https://www.spotrac.com/nfl/green-bay-packers/frank-zombo-7060/","Outside Linebacker",0,0,2010,"Central Michigan","BTI Sports Advisors"
528,"greg van roten",11215,"https://www.spotrac.com/nfl/green-bay-packers/greg-van-roten-11215/","Guard",0,0,2012,"Pennsylvania",""
527,"jake ryan",16855,"https://www.spotrac.com/nfl/green-bay-packers/jake-ryan-16855/","Inside Linebacker",4,129,2015,"Michigan","Athletes First"
526,"jake schum",12158,"https://www.spotrac.com/nfl/green-bay-packers/jake-schum-12158/","Punter",0,0,2013,"Buffalo",""
525,"jeremy vujnovich",12772,"https://www.spotrac.com/nfl/green-bay-packers/jeremy-vujnovich-12772/","Left Tackle",0,0,2013,"Louisiana College",""
524,"josh hawkins",19659,"https://www.spotrac.com/nfl/green-bay-packers/josh-hawkins-19659/","Cornerback",0,0,2016,"East Carolina","JR Rickert (Authentic Athletix)"
523,"josh sitton",3748,"https://www.spotrac.com/nfl/green-bay-packers/josh-sitton-3748/","Guard",4,135,2008,"Central Florida",""
522,"julius peppers",1243,"https://www.spotrac.com/nfl/green-bay-packers/julius-peppers-1243/","Defensive End",1,2,2002,"North Carolina",""
521,"justin hamilton",17075,"https://www.spotrac.com/nfl/green-bay-packers/justin-hamilton-17075/","Defensive Tackle",0,0,2015,"Louisiana-Lafayette",""
520,"kyler fackrell",19042,"https://www.spotrac.com/nfl/green-bay-packers/kyler-fackrell-19042/","Outside Linebacker",3,88,2016,"Utah State",""
519,"ladarius gunter",17486,"https://www.spotrac.com/nfl/green-bay-packers/ladarius-gunter-17486/","Cornerback",0,0,2015,"Miami (FL)",""
518,"lenzy pipkins",22182,"https://www.spotrac.com/nfl/green-bay-packers/lenzy-pipkins-22182/","Cornerback",0,0,2017,"Oklahoma State",""
517,"morgan burnett",6579,"https://www.spotrac.com/nfl/green-bay-packers/morgan-burnett-6579/","Strong Safety",3,71,2010,"Georgia Tech","Kevin Conner (Universal Sports)"
516,"taybor pepper",21498,"https://www.spotrac.com/nfl/green-bay-packers/taybor-pepper-21498/","Long Snapper",0,0,2017,"Michigan State","KMM Sports"
515,"akeem hunt",17023,"https://www.spotrac.com/nfl/houston-texans/akeem-hunt-17023/","Running Back",0,0,2015,"Purdue",""
514,"alfred blue",14592,"https://www.spotrac.com/nfl/houston-texans/alfred-blue-14592/","Running Back",6,181,2014,"Louisiana State","National Sports Agency ()"
513,"ben heeney",16866,"https://www.spotrac.com/nfl/houston-texans/ben-heeney-16866/","Inside Linebacker",5,140,2015,"Kansas","Select Sports Group"
512,"brandon brooks",9886,"https://www.spotrac.com/nfl/houston-texans/brandon-brooks-9886/","Guard",3,76,2012,"Miami (OH)","Joe Panos (LMM Sports Management LLC)"
511,"brandon weeden",9832,"https://www.spotrac.com/nfl/houston-texans/brandon-weeden-9832/","Quarterback",1,22,2012,"Oklahoma State","Sean Howard (Prime Athletes)"
510,"breno giacomini",3455,"https://www.spotrac.com/nfl/houston-texans/breno-giacomini-3455/","Right Tackle",5,150,2008,"Louisville","SportStars"
509,"brian hoyer",7035,"https://www.spotrac.com/nfl/houston-texans/brian-hoyer-7035/","Quarterback",0,0,2009,"Michigan State","Joe Linta (JL Sports)"
508,"d.j. reader",19120,"https://www.spotrac.com/nfl/houston-texans/d.j.-reader-19120/","Defensive Tackle",5,166,2016,"Clemson",""
507,"d'onta foreman",21831,"https://www.spotrac.com/nfl/houston-texans/d'onta-foreman-21831/","failed",-1,-1,-1,"failed",""
506,"deandre hopkins",12307,"https://www.spotrac.com/nfl/houston-texans/deandre-hopkins-12307/","Wide Receiver",1,27,2013,"Clemson","Todd France (CAA Sports)"
505,"derek newton",7935,"https://www.spotrac.com/nfl/houston-texans/derek-newton-7935/","Right Tackle",7,214,2011,"Arkansas State","Goal Line Sports"
504,"eli ankou",22022,"https://www.spotrac.com/nfl/houston-texans/eli-ankou-22022/","Defensive Tackle",0,0,2017,"California-Los Angeles",""
503,"jah reid",7804,"https://www.spotrac.com/nfl/houston-texans/jah-reid-7804/","Right Tackle",3,85,2011,"Central Florida","Derrick Fox ()"
502,"justin hardee",22187,"https://www.spotrac.com/nfl/houston-texans/justin-hardee-22187/","Cornerback",0,0,2017,"Illinois",""
501,"kevin johnson",16740,"https://www.spotrac.com/nfl/houston-texans/kevin-johnson-16740/","Cornerback",1,16,2015,"Wake Forest","Joel Segal (Lagardere Unlimited)"
500,"lamar miller",9910,"https://www.spotrac.com/nfl/houston-texans/lamar-miller-9910/","Running Back",4,97,2012,"Miami (FL)","Drew Rosenhaus (Rosenhaus Sports)"
499,"marcus burley",12822,"https://www.spotrac.com/nfl/houston-texans/marcus-burley-12822/","Cornerback",0,0,2013,"Delaware",""
498,"matt godin",22188,"https://www.spotrac.com/nfl/houston-texans/matt-godin-22188/","Defensive End",0,0,2017,"Michigan",""
497,"matt schaub",3835,"https://www.spotrac.com/nfl/houston-texans/matt-schaub-3835/","Quarterback",3,90,2004,"Virginia",""
496,"quintin demps",3693,"https://www.spotrac.com/nfl/houston-texans/quintin-demps-3693/","Strong Safety",4,117,2008,"Texas-El Paso","SportStars"
495,"tony bergstrom",9905,"https://www.spotrac.com/nfl/houston-texans/tony-bergstrom-9905/","Center",3,95,2012,"Utah","Joe Panos (LMM Sports Management LLC)"
494,"treston decoud",21911,"https://www.spotrac.com/nfl/houston-texans/treston-decoud-21911/","Safety",5,169,2017,"Oregon State","DEC Management"
493,"adam vinatieri",5050,"https://www.spotrac.com/nfl/indianapolis-colts/adam-vinatieri-5050/","Kicker",0,0,1996,"South Dakota State","Premier Sports"
492,"anthony castonzo",7737,"https://www.spotrac.com/nfl/indianapolis-colts/anthony-castonzo-7737/","Left Tackle",1,22,2011,"Boston College","Tom Condon (CAA Sports)"
491,"antoine bethea",5002,"https://www.spotrac.com/nfl/indianapolis-colts/antoine-bethea-5002/","Free Safety",6,207,2006,"Howard",""
490,"bradley sowell",10254,"https://www.spotrac.com/nfl/indianapolis-colts/bradley-sowell-10254/","Left Tackle",0,0,2012,"Mississippi",""
489,"brian schwenke",12388,"https://www.spotrac.com/nfl/indianapolis-colts/brian-schwenke-12388/","Center",4,107,2013,"California","Wasserman Media Group"
488,"chester rogers",19673,"https://www.spotrac.com/nfl/indianapolis-colts/chester-rogers-19673/","Wide Receiver",0,0,2016,"Grambling State","Rosenhaus Sports"
487,"chris culliver",7799,"https://www.spotrac.com/nfl/indianapolis-colts/chris-culliver-7799/","Cornerback",3,80,2011,"South Carolina","Joel Segal (Lagardere Unlimited)"
486,"chris milton",19467,"https://www.spotrac.com/nfl/indianapolis-colts/chris-milton-19467/","Cornerback",0,0,2016,"Georgia Tech",""
485,"clayton geathers",16835,"https://www.spotrac.com/nfl/indianapolis-colts/clayton-geathers-16835/","Free Safety",4,109,2015,"Central Florida","Ron Slavin (BTI Sports Advisors)"
484,"darius butler",5804,"https://www.spotrac.com/nfl/indianapolis-colts/darius-butler-5804/","Free Safety",2,41,2009,"Connecticut","Exclusive Sports Group"
483,"denzell good",16981,"https://www.spotrac.com/nfl/indianapolis-colts/denzell-good-16981/","Right Tackle",7,255,2015,"Mars Hill",""
482,"deon king",19423,"https://www.spotrac.com/nfl/indianapolis-colts/deon-king-19423/","Outside Linebacker",0,0,2016,"Norfolk State",""
481,"donte moncrief",14500,"https://www.spotrac.com/nfl/indianapolis-colts/donte-moncrief-14500/","Wide Receiver",3,90,2014,"Mississippi","Joel Segal (Lagardere Unlimited)"
480,"dwayne allen",9874,"https://www.spotrac.com/nfl/indianapolis-colts/dwayne-allen-9874/","Tight End",3,64,2012,"Clemson","Relativity Sports"
479,"edwin jackson",17177,"https://www.spotrac.com/nfl/indianapolis-colts/edwin-jackson-17177/","Inside Linebacker",0,0,2015,"Georgia Southern",""
478,"emmett cleary",12800,"https://www.spotrac.com/nfl/indianapolis-colts/emmett-cleary-12800/","Right Tackle",0,0,2013,"Boston College","Eastern Athletic Services"
477,"erik swoope",15780,"https://www.spotrac.com/nfl/indianapolis-colts/erik-swoope-15780/","Tight End",0,0,2014,"Miami (FL)","Rosenhaus Sports"
476,"george winn",12540,"https://www.spotrac.com/nfl/indianapolis-colts/george-winn-12540/","Running Back",0,0,2013,"Cincinnati",""
475,"henry krieger-coble",19270,"https://www.spotrac.com/nfl/indianapolis-colts/henry-krieger-coble-19270/","Tight End",0,0,2016,"Iowa",""
474,"jeremy vujnovich",12772,"https://www.spotrac.com/nfl/indianapolis-colts/jeremy-vujnovich-12772/","Left Tackle",0,0,2013,"Louisiana College",""
473,"jerrell freeman",8872,"https://www.spotrac.com/nfl/indianapolis-colts/jerrell-freeman-8872/","Inside Linebacker",0,0,2008,"Mary Hardin-Baylor",""
472,"jerry hughes",6540,"https://www.spotrac.com/nfl/indianapolis-colts/jerry-hughes-6540/","Defensive End",1,31,2010,"Texas Christian","Relativity Sports"
471,"joe vellano",13184,"https://www.spotrac.com/nfl/indianapolis-colts/joe-vellano-13184/","Defensive Tackle",0,0,2013,"Maryland",""
470,"kerwynn williams",12512,"https://www.spotrac.com/nfl/indianapolis-colts/kerwynn-williams-12512/","Running Back",7,230,2013,"Utah State","Michael Hoffman (Premier Sports)"
469,"krishawn hogan",22024,"https://www.spotrac.com/nfl/indianapolis-colts/krishawn-hogan-22024/","Wide Receiver",0,0,2017,"Marian","Exclusive Sports Group"
468,"mario addison",8871,"https://www.spotrac.com/nfl/indianapolis-colts/mario-addison-8871/","Defensive End",0,0,2011,"Troy",""
467,"matt overton",6791,"https://www.spotrac.com/nfl/indianapolis-colts/matt-overton-6791/","Long Snapper",0,0,2012,"Western Washington","Relativity Sports"
466,"mike adams",1412,"https://www.spotrac.com/nfl/indianapolis-colts/mike-adams-1412/","Free Safety",0,0,2004,"Delaware",""
465,"rigoberto sanchez",22201,"https://www.spotrac.com/nfl/indianapolis-colts/rigoberto-sanchez-22201/","Punter",0,0,2017,"Hawaii",""
464,"robert turbin",9919,"https://www.spotrac.com/nfl/indianapolis-colts/robert-turbin-9919/","Running Back",4,106,2012,"Utah State","Joe Panos (LMM Sports Management LLC)"
463,"sean mcgrath",10427,"https://www.spotrac.com/nfl/indianapolis-colts/sean-mcgrath-10427/","Tight End",-1,-1,-1,"Henderson State","Wasserman Media Group"
462,"allen hurns",14929,"https://www.spotrac.com/nfl/jacksonville-jaguars/allen-hurns-14929/","Wide Receiver",0,0,2014,"Miami (FL)",""
461,"blair brown",21890,"https://www.spotrac.com/nfl/jacksonville-jaguars/blair-brown-21890/","Outside Linebacker",5,148,2017,"Ohio","JL Sports"
460,"brad nortman",10028,"https://www.spotrac.com/nfl/jacksonville-jaguars/brad-nortman-10028/","Punter",6,207,2012,"Wisconsin",""
459,"brandon allen",19155,"https://www.spotrac.com/nfl/jacksonville-jaguars/brandon-allen-19155/","Quarterback",6,201,2016,"Arkansas",""
458,"dawuane smoot",21810,"https://www.spotrac.com/nfl/jacksonville-jaguars/dawuane-smoot-21810/","Defensive End",3,68,2017,"Illinois","CAA Sports"
457,"eli ankou",22022,"https://www.spotrac.com/nfl/jacksonville-jaguars/eli-ankou-22022/","Defensive Tackle",0,0,2017,"California-Los Angeles",""
456,"hayes pullard",16945,"https://www.spotrac.com/nfl/jacksonville-jaguars/hayes-pullard-16945/","Inside Linebacker",7,219,2015,"Southern California","Paradigm Sports Management"
455,"j.t. thomas",7915,"https://www.spotrac.com/nfl/jacksonville-jaguars/j.t.-thomas-7915/","Outside Linebacker",6,195,2011,"West Virginia","Perennial Sports"
454,"jarrod harper",22562,"https://www.spotrac.com/nfl/jacksonville-jaguars/jarrod-harper-22562/","Safety",0,0,2017,"West Virginia",""
453,"jarrod wilson",19257,"https://www.spotrac.com/nfl/jacksonville-jaguars/jarrod-wilson-19257/","Safety",0,0,2016,"Michigan",""
452,"jermey parnell",8941,"https://www.spotrac.com/nfl/jacksonville-jaguars/jermey-parnell-8941/","Right Tackle",0,0,2009,"Mississippi",""
451,"john cyprien",12314,"https://www.spotrac.com/nfl/jacksonville-jaguars/john-cyprien-12314/","Strong Safety",2,33,2013,"Florida International","Drew Rosenhaus (Rosenhaus Sports)"
450,"jordan hill",12368,"https://www.spotrac.com/nfl/jacksonville-jaguars/jordan-hill-12368/","Defensive Tackle",3,87,2013,"Penn State","Jim Ivler (SportStars)"
449,"julian stanford",11178,"https://www.spotrac.com/nfl/jacksonville-jaguars/julian-stanford-11178/","Outside Linebacker",0,0,2012,"Wagner College",""
448,"julius thomas",7848,"https://www.spotrac.com/nfl/jacksonville-jaguars/julius-thomas-7848/","Tight End",4,129,2011,"Portland State","Frank Bauer (Sun West Sports)"
447,"justin durant",4134,"https://www.spotrac.com/nfl/jacksonville-jaguars/justin-durant-4134/","Outside Linebacker",2,48,2007,"Hampton",""
446,"luke bowanko",14616,"https://www.spotrac.com/nfl/jacksonville-jaguars/luke-bowanko-14616/","Center",6,205,2014,"Virginia","Eastern Athletic Services"
445,"marcedes lewis",4160,"https://www.spotrac.com/nfl/jacksonville-jaguars/marcedes-lewis-4160/","Tight End",1,28,2006,"California-Los Angeles","Bus Cook Sports"
444,"marcus burley",12822,"https://www.spotrac.com/nfl/jacksonville-jaguars/marcus-burley-12822/","Cornerback",0,0,2013,"Delaware",""
443,"matt overton",6791,"https://www.spotrac.com/nfl/jacksonville-jaguars/matt-overton-6791/","Long Snapper",0,0,2012,"Western Washington","Relativity Sports"
442,"nathan stupar",10051,"https://www.spotrac.com/nfl/jacksonville-jaguars/nathan-stupar-10051/","Outside Linebacker",7,230,2012,"Penn State",""
441,"patrick omameh",12961,"https://www.spotrac.com/nfl/jacksonville-jaguars/patrick-omameh-12961/","Guard",0,0,2013,"Michigan","Schwartz & Feinsod"
440,"paul posluszny",1180,"https://www.spotrac.com/nfl/jacksonville-jaguars/paul-posluszny-1180/","Outside Linebacker",2,34,2007,"Penn State","Priority Sports"
439,"sam young",6687,"https://www.spotrac.com/nfl/jacksonville-jaguars/sam-young-6687/","Left Tackle",6,179,2010,"Notre Dame",""
438,"shane wynn",17179,"https://www.spotrac.com/nfl/jacksonville-jaguars/shane-wynn-17179/","Wide Receiver",0,0,2015,"Indiana",""
437,"steven terrell",12827,"https://www.spotrac.com/nfl/jacksonville-jaguars/steven-terrell-12827/","Cornerback",0,0,2013,"Texas A&M","Synergy Sports Inc."
436,"t.j. yeldon",16760,"https://www.spotrac.com/nfl/jacksonville-jaguars/t.j.-yeldon-16760/","Running Back",2,36,2015,"Alabama","Bus Cook (Bus Cook Sports)"
435,"telvin smith",14555,"https://www.spotrac.com/nfl/jacksonville-jaguars/telvin-smith-14555/","Outside Linebacker",5,144,2014,"Florida State","Kelley Drye ()"
434,"thurston armbrister",17138,"https://www.spotrac.com/nfl/jacksonville-jaguars/thurston-armbrister-17138/","Outside Linebacker",0,0,2015,"Miami (FL)",""
433,"tyler gaffney",14615,"https://www.spotrac.com/nfl/jacksonville-jaguars/tyler-gaffney-14615/","Running Back",6,204,2014,"Stanford","Rep 1 Sports"
432,"tyler patmon",15207,"https://www.spotrac.com/nfl/jacksonville-jaguars/tyler-patmon-15207/","Cornerback",0,0,2014,"Oklahoma State","MS World"
431,"tyrus thompson",16911,"https://www.spotrac.com/nfl/jacksonville-jaguars/tyrus-thompson-16911/","Tackle",6,185,2015,"Oklahoma","Ken Sarnoff (PlayersRep Sports)"
430,"tyson alualu",6519,"https://www.spotrac.com/nfl/jacksonville-jaguars/tyson-alualu-6519/","Defensive Tackle",1,10,2010,"California","Mark Bartelstein (Priority Sports)"
429,"akeem hunt",17023,"https://www.spotrac.com/nfl/kansas-city-chiefs/akeem-hunt-17023/","Running Back",0,0,2015,"Purdue",""
428,"bishop sankey",14464,"https://www.spotrac.com/nfl/kansas-city-chiefs/bishop-sankey-14464/","Running Back",2,54,2014,"Washington","Jason Bernstein (XAM Sports)"
427,"bradley mcdougald",12835,"https://www.spotrac.com/nfl/kansas-city-chiefs/bradley-mcdougald-12835/","Strong Safety",0,0,2013,"Kansas",""
426,"cameron erving",16743,"https://www.spotrac.com/nfl/kansas-city-chiefs/cameron-erving-16743/","Guard",1,19,2015,"Florida State","Isaac Conner (Allegiant Athletic Agency)"
425,"connor barth",5144,"https://www.spotrac.com/nfl/kansas-city-chiefs/connor-barth-5144/","Kicker",0,0,2008,"North Carolina","RSR Sports Management"
424,"daniel munyer",17537,"https://www.spotrac.com/nfl/kansas-city-chiefs/daniel-munyer-17537/","Center",0,0,2015,"Colorado",""
423,"david irving",17136,"https://www.spotrac.com/nfl/kansas-city-chiefs/david-irving-17136/","Defensive Tackle",0,0,2015,"Iowa State","Tony Fleming, Louis Bing (Ambition Sports Management)"
422,"dustin colquitt",4375,"https://www.spotrac.com/nfl/kansas-city-chiefs/dustin-colquitt-4375/","Punter",3,99,2005,"Tennessee","CAA Sports"
421,"eric kush",12452,"https://www.spotrac.com/nfl/kansas-city-chiefs/eric-kush-12452/","Guard",6,170,2013,"California (PA)","Chris Cabott (Zane Management)"
420,"frank zombo",7060,"https://www.spotrac.com/nfl/kansas-city-chiefs/frank-zombo-7060/","Outside Linebacker",0,0,2010,"Central Michigan","BTI Sports Advisors"
419,"isaiah battle",17981,"https://www.spotrac.com/nfl/kansas-city-chiefs/isaiah-battle-17981/","Left Tackle",-1,-1,-1,"Clemson",""
418,"jah reid",7804,"https://www.spotrac.com/nfl/kansas-city-chiefs/jah-reid-7804/","Right Tackle",3,85,2011,"Central Florida","Derrick Fox ()"
417,"jamaal charles",4374,"https://www.spotrac.com/nfl/kansas-city-chiefs/jamaal-charles-4374/","Running Back",3,73,2008,"Texas","3SG Sports Management Group"
416,"jordan devey",12638,"https://www.spotrac.com/nfl/kansas-city-chiefs/jordan-devey-12638/","Guard",0,0,2013,"Memphis","JR Rickert ()"
415,"kevin hogan",19116,"https://www.spotrac.com/nfl/kansas-city-chiefs/kevin-hogan-19116/","Quarterback",5,162,2016,"Stanford",""
414,"kevin pierre-louis",14543,"https://www.spotrac.com/nfl/kansas-city-chiefs/kevin-pierre-louis-14543/","Outside Linebacker",4,132,2014,"Boston College","Josh Hare (Dimensional Sports Inc.)"
413,"marcus peters",16742,"https://www.spotrac.com/nfl/kansas-city-chiefs/marcus-peters-16742/","Cornerback",1,18,2015,"Washington","Wasserman Media Group"
412,"mitch morse",16773,"https://www.spotrac.com/nfl/kansas-city-chiefs/mitch-morse-16773/","Center",2,49,2015,"Missouri","Eastern Athletic Services"
411,"quintin demps",3693,"https://www.spotrac.com/nfl/kansas-city-chiefs/quintin-demps-3693/","Strong Safety",4,117,2008,"Texas-El Paso","SportStars"
410,"reggie ragland",18990,"https://www.spotrac.com/nfl/kansas-city-chiefs/reggie-ragland-18990/","Inside Linebacker",2,41,2016,"Alabama",""
409,"sean mcgrath",10427,"https://www.spotrac.com/nfl/kansas-city-chiefs/sean-mcgrath-10427/","Tight End",-1,-1,-1,"Henderson State","Wasserman Media Group"
408,"steven terrell",12827,"https://www.spotrac.com/nfl/kansas-city-chiefs/steven-terrell-12827/","Cornerback",0,0,2013,"Texas A&M","Synergy Sports Inc."
407,"tyler bray",12569,"https://www.spotrac.com/nfl/kansas-city-chiefs/tyler-bray-12569/","Quarterback",0,0,2013,"Tennessee","Yee Dubin Sports"
406,"tyler patmon",15207,"https://www.spotrac.com/nfl/kansas-city-chiefs/tyler-patmon-15207/","Cornerback",0,0,2014,"Oklahoma State","MS World"
405,"tyvon branch",3859,"https://www.spotrac.com/nfl/kansas-city-chiefs/tyvon-branch-3859/","Strong Safety",4,100,2008,"Connecticut","Exclusive Sports Group"
404,"chris mccain",15193,"https://www.spotrac.com/nfl/los-angeles-chargers/chris-mccain-15193/","Outside Linebacker",0,0,2014,"California",""
403,"danny woodhead",7107,"https://www.spotrac.com/nfl/los-angeles-chargers/danny-woodhead-7107/","Running Back",0,0,2008,"Chadron State",""
402,"darren sproles",3527,"https://www.spotrac.com/nfl/los-angeles-chargers/darren-sproles-3527/","Running Back",4,130,2005,"Kansas State",""
401,"denzel perryman",16772,"https://www.spotrac.com/nfl/los-angeles-chargers/denzel-perryman-16772/","Inside Linebacker",2,48,2015,"Miami (FL)","Impact Sports"
400,"deon king",19423,"https://www.spotrac.com/nfl/los-angeles-chargers/deon-king-19423/","Outside Linebacker",0,0,2016,"Norfolk State",""
399,"donavan clark",19178,"https://www.spotrac.com/nfl/los-angeles-chargers/donavan-clark-19178/","Guard",7,224,2016,"Michigan State",""
398,"drew brees",4542,"https://www.spotrac.com/nfl/los-angeles-chargers/drew-brees-4542/","Quarterback",2,32,2001,"Purdue","CAA Sports"
397,"forrest lamp",21779,"https://www.spotrac.com/nfl/los-angeles-chargers/forrest-lamp-21779/","Guard",2,38,2017,"Western Kentucky","Select Sports Group"
396,"fozzy whittaker",11759,"https://www.spotrac.com/nfl/los-angeles-chargers/fozzy-whittaker-11759/","Running Back",0,0,2012,"Texas",""
395,"hayes pullard",16945,"https://www.spotrac.com/nfl/los-angeles-chargers/hayes-pullard-16945/","Inside Linebacker",7,219,2015,"Southern California","Paradigm Sports Management"
394,"isaiah burse",14860,"https://www.spotrac.com/nfl/los-angeles-chargers/isaiah-burse-14860/","Wide Receiver",0,0,2014,"Fresno State","SportStars"
393,"james burgess",19342,"https://www.spotrac.com/nfl/los-angeles-chargers/james-burgess-19342/","Inside Linebacker",0,0,2016,"Louisville",""
392,"kaleb eulls",17254,"https://www.spotrac.com/nfl/los-angeles-chargers/kaleb-eulls-17254/","Defensive Tackle",0,0,2015,"Mississippi State",""
391,"kellen clemens",4221,"https://www.spotrac.com/nfl/los-angeles-chargers/kellen-clemens-4221/","Quarterback",2,49,2006,"Oregon",""
390,"kenneth farrow",19557,"https://www.spotrac.com/nfl/los-angeles-chargers/kenneth-farrow-19557/","Running Back",0,0,2016,"Houston",""
389,"kenny wiggins",9027,"https://www.spotrac.com/nfl/los-angeles-chargers/kenny-wiggins-9027/","Guard",0,0,2011,"Fresno State",""
388,"kevin norwood",14534,"https://www.spotrac.com/nfl/los-angeles-chargers/kevin-norwood-14534/","Wide Receiver",4,123,2014,"Alabama","Deryk Gilmore (Priority Sports)"
387,"korey toomer",9975,"https://www.spotrac.com/nfl/los-angeles-chargers/korey-toomer-9975/","Inside Linebacker",5,154,2012,"Idaho",""
386,"michael schofield",14506,"https://www.spotrac.com/nfl/los-angeles-chargers/michael-schofield-14506/","Guard",3,95,2014,"Michigan","Elevate Sports Mgmt ()"
385,"mike windt",8356,"https://www.spotrac.com/nfl/los-angeles-chargers/mike-windt-8356/","Long Snapper",0,0,2010,"Cincinnati",""
384,"nick dzubnar",17292,"https://www.spotrac.com/nfl/los-angeles-chargers/nick-dzubnar-17292/","Inside Linebacker",0,0,2015,"Cal Poly","Off-Tackle Sports Management"
383,"nigel harris",22248,"https://www.spotrac.com/nfl/los-angeles-chargers/nigel-harris-22248/","Outside Linebacker",0,0,2017,"South Florida",""
382,"sean mcgrath",10427,"https://www.spotrac.com/nfl/los-angeles-chargers/sean-mcgrath-10427/","Tight End",-1,-1,-1,"Henderson State","Wasserman Media Group"
381,"shane wynn",17179,"https://www.spotrac.com/nfl/los-angeles-chargers/shane-wynn-17179/","Wide Receiver",0,0,2015,"Indiana",""
380,"spencer pulley",19563,"https://www.spotrac.com/nfl/los-angeles-chargers/spencer-pulley-19563/","Center",0,0,2016,"Vanderbilt","Octagon"
